,x0,z0,x3,y3,z3,x4,y4,z4
90,0.0,8.639675855801215,0.0,45,8.639675855801215,0.0,45,8.639675855801215
91,0.0,7.894398656698161,0.0,45,7.894398656698161,0.0,45,7.894398656698161
92,0.0,31.04200896428109,0.0,45,31.04200896428109,0.0,45,31.04200896428109
93,0.0,46.23117764219243,0.0,45,46.23117764219243,0.0,45,46.23117764219243
94,0.0,10.738937728390427,2.0,45,10.770424435654071,2.0,45,10.770424435654071
95,2.0,56.12187565148881,0.0,45,56.026211568263584,0.0,45,56.026211568263584
96,0.0,9.15682406587511,0.0,45,9.15682406587511,0.0,45,9.15682406587511
97,0.0,13.484549991306473,0.0,45,13.484549991306473,0.0,45,13.484549991306473
98,0.0,12.358172455494726,2.0,45,12.619408158625768,2.0,45,12.619408158625768
99,2.0,3.903168324520298,0.0,45,3.917194502664826,0.0,45,3.917194502664826
